source,destination,edgeContent,timestamp,edgeType
avi94087409,BenCaspit,https://twitter.com/avi94087409/status/1638785780737769472,2023-03-23T06:12:31.000Z,retweet
natan_sadot,BenCaspit,https://twitter.com/natan_sadot/status/1638785630342660101,2023-03-23T06:11:56.000Z,retweet
Green_garden_ds,BenCaspit,https://twitter.com/Green_garden_ds/status/1638785249629941760,2023-03-23T06:10:25.000Z,retweet
Stephane_Cohen,BenCaspit,https://twitter.com/Stephane_Cohen/status/1638785146533888000,2023-03-23T06:10:00.000Z,retweet
hpyoram,BenCaspit,https://twitter.com/hpyoram/status/1638784945794547712,2023-03-23T06:09:12.000Z,retweet
EdelsteinNachum,BenCaspit,https://twitter.com/EdelsteinNachum/status/1638784859194662912,2023-03-23T06:08:52.000Z,retweet
GoldsteinYaron,BenCaspit,https://twitter.com/GoldsteinYaron/status/1638784764713869313,2023-03-23T06:08:29.000Z,retweet
LAnidjar,BenCaspit,https://twitter.com/LAnidjar/status/1638784544894599170,2023-03-23T06:07:37.000Z,retweet
Carmi22012433,BenCaspit,https://twitter.com/Carmi22012433/status/1638784416318390273,2023-03-23T06:07:06.000Z,retweet
kerenyona1,BenCaspit,https://twitter.com/kerenyona1/status/1638784272155680768,2023-03-23T06:06:32.000Z,retweet
shay111122,BenCaspit,https://twitter.com/shay111122/status/1638784073299636225,2023-03-23T06:05:44.000Z,retweet
Hapil10,BenCaspit,https://twitter.com/Hapil10/status/1638783958753112065,2023-03-23T06:05:17.000Z,retweet
Shiffi5,BenCaspit,https://twitter.com/Shiffi5/status/1638783852029296641,2023-03-23T06:04:52.000Z,retweet
Ilanadhn,BenCaspit,https://twitter.com/Ilanadhn/status/1638783803891101699,2023-03-23T06:04:40.000Z,retweet
DaniFauler,BenCaspit,https://twitter.com/DaniFauler/status/1638783645765849089,2023-03-23T06:04:02.000Z,retweet
nivshaha,BenCaspit,https://twitter.com/nivshaha/status/1638783437170524160,2023-03-23T06:03:13.000Z,retweet
olegpkv,BenCaspit,https://twitter.com/olegpkv/status/1638783351912910848,2023-03-23T06:02:52.000Z,retweet
Anabela42967851,BenCaspit,https://twitter.com/Anabela42967851/status/1638783328164671488,2023-03-23T06:02:47.000Z,retweet
BaranesCh,BenCaspit,https://twitter.com/BaranesCh/status/1638783326046814208,2023-03-23T06:02:46.000Z,retweet
LevaotYael,BenCaspit,https://twitter.com/LevaotYael/status/1638783314331836416,2023-03-23T06:02:43.000Z,retweet
biranir1,BenCaspit,https://twitter.com/biranir1/status/1638783283767984128,2023-03-23T06:02:36.000Z,retweet
12345erez,BenCaspit,https://twitter.com/12345erez/status/1638783115903610880,2023-03-23T06:01:56.000Z,retweet
Shaulirena,BenCaspit,https://twitter.com/Shaulirena/status/1638783103110881281,2023-03-23T06:01:53.000Z,retweet
2banybody,BenCaspit,https://twitter.com/2banybody/status/1638783068453339137,2023-03-23T06:01:45.000Z,retweet
gabizolt,BenCaspit,https://twitter.com/gabizolt/status/1638782843756204034,2023-03-23T06:00:51.000Z,retweet
Ger88482256,BenCaspit,https://twitter.com/Ger88482256/status/1638782793722232839,2023-03-23T06:00:39.000Z,retweet
dovg_59,BenCaspit,https://twitter.com/dovg_59/status/1638782787086843905,2023-03-23T06:00:38.000Z,retweet
Stamechad1,BenCaspit,https://twitter.com/Stamechad1/status/1638782528814186496,2023-03-23T05:59:36.000Z,retweet
lfcch19,BenCaspit,https://twitter.com/lfcch19/status/1638782443648958464,2023-03-23T05:59:16.000Z,retweet
lgwsy,BenCaspit,https://twitter.com/lgwsy/status/1638782214786752516,2023-03-23T05:58:21.000Z,retweet
FisherNas,BenCaspit,https://twitter.com/FisherNas/status/1638782212354248704,2023-03-23T05:58:21.000Z,retweet
tomer2010,BenCaspit,https://twitter.com/tomer2010/status/1638782170192904192,2023-03-23T05:58:11.000Z,retweet
TamiMami3,BenCaspit,https://twitter.com/TamiMami3/status/1638782094359887872,2023-03-23T05:57:53.000Z,retweet
GabiTal,BenCaspit,https://twitter.com/GabiTal/status/1638781933969702914,2023-03-23T05:57:14.000Z,retweet
k64yPS4CAax9zsY,BenCaspit,https://twitter.com/k64yPS4CAax9zsY/status/1638781886511153152,2023-03-23T05:57:03.000Z,retweet
AlonaFriedman7,BenCaspit,https://twitter.com/AlonaFriedman7/status/1638781801744171008,2023-03-23T05:56:43.000Z,retweet
yossiav,BenCaspit,https://twitter.com/yossiav/status/1638781766864457730,2023-03-23T05:56:34.000Z,retweet
motti_saar,BenCaspit,https://twitter.com/motti_saar/status/1638781756785692672,2023-03-23T05:56:32.000Z,retweet
The_Dude489,BenCaspit,https://twitter.com/The_Dude489/status/1638781675214716928,2023-03-23T05:56:13.000Z,retweet
Adizo4,BenCaspit,https://twitter.com/Adizo4/status/1638781657774792704,2023-03-23T05:56:08.000Z,retweet
cpiSOSZFwmXyEwa,BenCaspit,https://twitter.com/cpiSOSZFwmXyEwa/status/1638781623524294659,2023-03-23T05:56:00.000Z,retweet
AterRami,BenCaspit,https://twitter.com/AterRami/status/1638781600845422593,2023-03-23T05:55:55.000Z,retweet
shalev_sharon,BenCaspit,https://twitter.com/shalev_sharon/status/1638781579853025281,2023-03-23T05:55:50.000Z,retweet
barakltd,BenCaspit,https://twitter.com/barakltd/status/1638781511762624512,2023-03-23T05:55:34.000Z,retweet
chitowngirl1982,BenCaspit,https://twitter.com/chitowngirl1982/status/1638781493622493184,2023-03-23T05:55:29.000Z,retweet
SkankHunt_37,meiri_lior,https://twitter.com/SkankHunt_37/status/1638765498232975360,2023-03-23T04:51:56.000Z,retweet
Nilya25820952,meiri_lior,https://twitter.com/Nilya25820952/status/1638704748789481472,2023-03-23T00:50:32.000Z,retweet
navahnc,JANE_DO_1975,https://twitter.com/navahnc/status/1638665674922020865,2023-03-22T22:15:16.000Z,reply
Easternprince,davidbitan,https://twitter.com/Easternprince/status/1639729066730291202,2023-03-25T20:40:48.000Z,quote
sharonsegev,meiri_lior,https://twitter.com/sharonsegev/status/1638469859368394753,2023-03-22T09:17:10.000Z,retweet
Datiayaar,Itai_Leshem,https://twitter.com/Datiayaar/status/1638433557835137024,2023-03-22T06:52:55.000Z,reply
Datiayaar,Yairkatz_IAI,https://twitter.com/Datiayaar/status/1638433557835137024,2023-03-22T06:52:55.000Z,mention
spablos,meiri_lior,https://twitter.com/spablos/status/1638433541368213504,2023-03-22T06:52:51.000Z,retweet
Noam_G22,meiri_lior,https://twitter.com/Noam_G22/status/1638417519492091907,2023-03-22T05:49:11.000Z,retweet
qkyf57wcbj,NjQy9D5Hh5gAAec,https://twitter.com/qkyf57wcbj/status/1638036274006089728,2023-03-21T04:34:15.000Z,retweet
nnaktnabv,NjQy9D5Hh5gAAec,https://twitter.com/nnaktnabv/status/1637939911482392582,2023-03-20T22:11:21.000Z,retweet
shoshana_helena,NjQy9D5Hh5gAAec,https://twitter.com/shoshana_helena/status/1637928327599079425,2023-03-20T21:25:19.000Z,retweet
adam_gold_,NjQy9D5Hh5gAAec,https://twitter.com/adam_gold_/status/1637887211285651462,2023-03-20T18:41:56.000Z,retweet
ItamarNadav,NjQy9D5Hh5gAAec,https://twitter.com/ItamarNadav/status/1637872360605753360,2023-03-20T17:42:55.000Z,retweet
KrohnRobert1,NjQy9D5Hh5gAAec,https://twitter.com/KrohnRobert1/status/1637857361636253703,2023-03-20T16:43:19.000Z,retweet
tomson613,NjQy9D5Hh5gAAec,https://twitter.com/tomson613/status/1637853009626509313,2023-03-20T16:26:01.000Z,retweet
079o6RiBisnN2XP,NjQy9D5Hh5gAAec,https://twitter.com/079o6RiBisnN2XP/status/1637852865883435010,2023-03-20T16:25:27.000Z,retweet
Irit28687942,NjQy9D5Hh5gAAec,https://twitter.com/Irit28687942/status/1637849289803145216,2023-03-20T16:11:15.000Z,retweet
DvirBen1,habibistit,https://twitter.com/DvirBen1/status/1637833265997283328,2023-03-20T15:07:34.000Z,reply
DvirBen1,levyguy77,https://twitter.com/DvirBen1/status/1637833265997283328,2023-03-20T15:07:34.000Z,mention
noam5575,habibistit,https://twitter.com/noam5575/status/1637825346824200192,2023-03-20T14:36:06.000Z,reply
noam5575,MshRbynw,https://twitter.com/noam5575/status/1637825346824200192,2023-03-20T14:36:06.000Z,mention
tkhrii,pug_in_the_city,https://twitter.com/tkhrii/status/1637824400471760899,2023-03-20T14:32:21.000Z,reply
Ilanadhn,JacobGesthalter,https://twitter.com/Ilanadhn/status/1637523658741563393,2023-03-19T18:37:18.000Z,retweet
doron_solomon,BenCaspit,https://twitter.com/doron_solomon/status/1637462013650640897,2023-03-19T14:32:21.000Z,reply
TabacYariv,Ram_Ben_Barak,https://twitter.com/TabacYariv/status/1637452300150005762,2023-03-19T13:53:45.000Z,reply
TabacYariv,netanyahu,https://twitter.com/TabacYariv/status/1637452300150005762,2023-03-19T13:53:45.000Z,mention
SScheinbach,JacobGesthalter,https://twitter.com/SScheinbach/status/1637413950932353024,2023-03-19T11:21:22.000Z,retweet
NatiYaniv,JacobGesthalter,https://twitter.com/NatiYaniv/status/1637402961780301824,2023-03-19T10:37:42.000Z,retweet
yrldn4,newsisrael13,https://twitter.com/yrldn4/status/1639921477859278849,2023-03-26T09:25:23.000Z,reply
yrldn4,LiorKenan,https://twitter.com/yrldn4/status/1639921477859278849,2023-03-26T09:25:23.000Z,mention
KleinVarda,hadarse,https://twitter.com/KleinVarda/status/1639921469466595329,2023-03-26T09:25:21.000Z,retweet
etgar2020,KRaefael,https://twitter.com/etgar2020/status/1639921457122639874,2023-03-26T09:25:18.000Z,retweet
0xFFFFFF_GOOSE,berale_crombie,https://twitter.com/0xFFFFFF_GOOSE/status/1639921452924248064,2023-03-26T09:25:17.000Z,retweet
TovithA,orlybarlev,https://twitter.com/TovithA/status/1639921431726137347,2023-03-26T09:25:12.000Z,reply
Raffy94632534,filbers,https://twitter.com/Raffy94632534/status/1639921407608999939,2023-03-26T09:25:06.000Z,retweet
KleinVarda,RinoZror,https://twitter.com/KleinVarda/status/1639921397982982146,2023-03-26T09:25:04.000Z,retweet
Tovtov1234,CarmonLiat,https://twitter.com/Tovtov1234/status/1639921396338794497,2023-03-26T09:25:03.000Z,reply
NirGartzman,BenCaspit,https://twitter.com/NirGartzman/status/1639921392840835072,2023-03-26T09:25:02.000Z,retweet
Michael21220606,YinonMagal,https://twitter.com/Michael21220606/status/1639921390462574592,2023-03-26T09:25:02.000Z,retweet
KerenAshkenazi,yayafink,https://twitter.com/KerenAshkenazi/status/1639921382988345344,2023-03-26T09:25:00.000Z,retweet
Aviad_C0HEN,levyguy77,https://twitter.com/Aviad_C0HEN/status/1639921375744782336,2023-03-26T09:24:58.000Z,retweet
YShalgi,CNeumond,https://twitter.com/YShalgi/status/1639921366022385664,2023-03-26T09:24:56.000Z,reply
Kfir73707047,LealIris_,https://twitter.com/Kfir73707047/status/1639921364965416962,2023-03-26T09:24:56.000Z,retweet
BRONIA1955,yosishahbar,https://twitter.com/BRONIA1955/status/1639735195589832705,2023-03-25T21:05:10.000Z,quote
FriedmanHadas,berale_crombie,https://twitter.com/FriedmanHadas/status/1639921336955830272,2023-03-26T09:24:49.000Z,retweet
liat555555,NadavElimelech,https://twitter.com/liat555555/status/1639921324872069120,2023-03-26T09:24:46.000Z,reply
Oshrat7,Exshin2023,https://twitter.com/Oshrat7/status/1639921324217839619,2023-03-26T09:24:46.000Z,retweet
talibo8,avidichter,https://twitter.com/talibo8/status/1639921321508233216,2023-03-26T09:24:45.000Z,mention
michelletelaviv,BrdShr,https://twitter.com/michelletelaviv/status/1639921315351076866,2023-03-26T09:24:44.000Z,reply
AdvReut,Tomer_Michelzon,https://twitter.com/AdvReut/status/1639921292559233026,2023-03-26T09:24:39.000Z,retweet
avi_panter,kann_news,https://twitter.com/avi_panter/status/1639921285965684736,2023-03-26T09:24:37.000Z,reply
avi_panter,SuleimanMas1,https://twitter.com/avi_panter/status/1639921285965684736,2023-03-26T09:24:37.000Z,mention
mikelmichael13,arik3000,https://twitter.com/mikelmichael13/status/1639921278160187393,2023-03-26T09:24:35.000Z,retweet
gldbny1,gldbny1,https://twitter.com/gldbny1/status/1639737618312077312,2023-03-25T21:14:47.000Z,quote
Lakers17LA,a51LetvgkZzmWCw,https://twitter.com/Lakers17LA/status/1639921260003049472,2023-03-26T09:24:31.000Z,reply
Lakers17LA,yotam_heb,https://twitter.com/Lakers17LA/status/1639921260003049472,2023-03-26T09:24:31.000Z,mention
Aviad_C0HEN,shaykallach,https://twitter.com/Aviad_C0HEN/status/1639921246233141248,2023-03-26T09:24:28.000Z,retweet
BBKING202,zahava30917096,https://twitter.com/BBKING202/status/1639921245922754561,2023-03-26T09:24:27.000Z,retweet
GALIT22,BenCaspit,https://twitter.com/GALIT22/status/1639921241690722304,2023-03-26T09:24:26.000Z,retweet
danilev61,BenCaspit,https://twitter.com/danilev61/status/1639921239278878720,2023-03-26T09:24:26.000Z,retweet
UjcdMWTzdroOXwD,shalomswi13,https://twitter.com/UjcdMWTzdroOXwD/status/1639921238972723201,2023-03-26T09:24:26.000Z,retweet
BenWaisman,yedidya_epstien,https://twitter.com/BenWaisman/status/1639921232375173120,2023-03-26T09:24:24.000Z,reply
adam_gold_,MotiY18,https://twitter.com/adam_gold_/status/1639921190545358851,2023-03-26T09:24:14.000Z,retweet
lilitayeb,RinoZror,https://twitter.com/lilitayeb/status/1639921187609362432,2023-03-26T09:24:14.000Z,retweet
Yossi_IT,yosishahbar,https://twitter.com/Yossi_IT/status/1639921155149537280,2023-03-26T09:24:06.000Z,retweet
IvriAvi,HolySmokexxxx,https://twitter.com/IvriAvi/status/1639921150695292930,2023-03-26T09:24:05.000Z,retweet
lilitayeb,RinoZror,https://twitter.com/lilitayeb/status/1639921145272049665,2023-03-26T09:24:03.000Z,retweet
wouldliketof,MKRonKatz,https://twitter.com/wouldliketof/status/1639921142096904194,2023-03-26T09:24:03.000Z,retweet
ABalchasan,elizipori,https://twitter.com/ABalchasan/status/1639921135100805121,2023-03-26T09:24:01.000Z,retweet
RTzMyZN2IkOFx3C,RinoZror,https://twitter.com/RTzMyZN2IkOFx3C/status/1639921124409581568,2023-03-26T09:23:58.000Z,retweet
Aviad_C0HEN,GadiTaub1,https://twitter.com/Aviad_C0HEN/status/1639921123264540672,2023-03-26T09:23:58.000Z,retweet
jewdefender101,igal_malka,https://twitter.com/jewdefender101/status/1639921109897232385,2023-03-26T09:23:55.000Z,retweet
jewdefender101,yoavgallant,https://twitter.com/jewdefender101/status/1639921109897232385,2023-03-26T09:23:55.000Z,mention
sunny__gali,zahava30917096,https://twitter.com/sunny__gali/status/1639921091496771584,2023-03-26T09:23:51.000Z,retweet
KleinVarda,NadavPerry,https://twitter.com/KleinVarda/status/1639921091203198978,2023-03-26T09:23:51.000Z,retweet
yaelshahar3361,BaruchSharon1,https://twitter.com/yaelshahar3361/status/1639921061931229185,2023-03-26T09:23:44.000Z,retweet
eyalchu,yosefavichai,https://twitter.com/eyalchu/status/1639921044046721025,2023-03-26T09:23:39.000Z,retweet
SimaLevy9,igal_malka,https://twitter.com/SimaLevy9/status/1639921032701128704,2023-03-26T09:23:37.000Z,reply
kQawNHNqpzr4egU,judash0,https://twitter.com/kQawNHNqpzr4egU/status/1639921016293011464,2023-03-26T09:23:33.000Z,reply
BHlpUPqIkKjnSqL,levyguy77,https://twitter.com/BHlpUPqIkKjnSqL/status/1639739279722020866,2023-03-25T21:21:23.000Z,quote
kann_news,SuleimanMas1,https://twitter.com/kann_news/status/1639921008881590272,2023-03-26T09:23:31.000Z,mention
tomerr14,_Mintus_Y,https://twitter.com/tomerr14/status/1639921004888588290,2023-03-26T09:23:30.000Z,retweet
tomerr14,Roy_Iddan,https://twitter.com/tomerr14/status/1639921004888588290,2023-03-26T09:23:30.000Z,mention
YairNetanyahu,berale_crombie,https://twitter.com/YairNetanyahu/status/1639921003190001670,2023-03-26T09:23:30.000Z,retweet
Yehovale,RageAgainstBB,https://twitter.com/Yehovale/status/1639920986538627075,2023-03-26T09:23:26.000Z,reply
laugh_yoav,habibistit,https://twitter.com/laugh_yoav/status/1639920980603576320,2023-03-26T09:23:24.000Z,reply
laugh_yoav,yoavgallant,https://twitter.com/laugh_yoav/status/1639920980603576320,2023-03-26T09:23:24.000Z,mention
Aviad_C0HEN,KRaefael,https://twitter.com/Aviad_C0HEN/status/1639920974530314242,2023-03-26T09:23:23.000Z,retweet
ithai_kenan,yoavgallant,https://twitter.com/ithai_kenan/status/1639741311094775809,2023-03-25T21:29:28.000Z,quote
tomer_gartzman,moshefeiglin,https://twitter.com/tomer_gartzman/status/1639920972089159681,2023-03-26T09:23:22.000Z,mention
DdTABEI,BenCaspit,https://twitter.com/DdTABEI/status/1639920965676048384,2023-03-26T09:23:21.000Z,retweet
Yonatan_shemesh,BenCaspit,https://twitter.com/Yonatan_shemesh/status/1639920913348018177,2023-03-26T09:23:08.000Z,retweet
ntn_lwn,Itzik65902650,https://twitter.com/ntn_lwn/status/1639920907702489089,2023-03-26T09:23:07.000Z,retweet
Matanos7,BenCaspit,https://twitter.com/Matanos7/status/1639920903050895361,2023-03-26T09:23:06.000Z,retweet
Yossi_IT,GLADIAT20481527,https://twitter.com/Yossi_IT/status/1639920870264127488,2023-03-26T09:22:58.000Z,retweet
Yossi_IT,formanovski,https://twitter.com/Yossi_IT/status/1639920870264127488,2023-03-26T09:22:58.000Z,mention
Yossi_IT,yoavgallant,https://twitter.com/Yossi_IT/status/1639920870264127488,2023-03-26T09:22:58.000Z,mention
ichko54900833,itamarbengvir,https://twitter.com/ichko54900833/status/1639920847665201153,2023-03-26T09:22:52.000Z,reply
Yossi_IT,formanovski,https://twitter.com/Yossi_IT/status/1639920843684827136,2023-03-26T09:22:52.000Z,retweet
Yossi_IT,galbaysberg,https://twitter.com/Yossi_IT/status/1639920843684827136,2023-03-26T09:22:52.000Z,mention
DdTABEI,itzikelrov,https://twitter.com/DdTABEI/status/1639920842762067972,2023-03-26T09:22:51.000Z,retweet
adam_gold_,YwDhn,https://twitter.com/adam_gold_/status/1639920818435096577,2023-03-26T09:22:46.000Z,retweet
sunny__gali,sunny__gali,https://twitter.com/sunny__gali/status/1639920797392293891,2023-03-26T09:22:41.000Z,reply
sunny__gali,sebbah_beni,https://twitter.com/sunny__gali/status/1639920797392293891,2023-03-26T09:22:41.000Z,mention
alexbre01408792,igal_malka,https://twitter.com/alexbre01408792/status/1639920778576551936,2023-03-26T09:22:36.000Z,retweet
alexbre01408792,yoavgallant,https://twitter.com/alexbre01408792/status/1639920778576551936,2023-03-26T09:22:36.000Z,mention
hadarse,BenCaspit,https://twitter.com/hadarse/status/1639920770510979074,2023-03-26T09:22:34.000Z,retweet
paxlash,feldman_gil,https://twitter.com/paxlash/status/1639920762730565634,2023-03-26T09:22:32.000Z,retweet
alexbre01408792,AlexBregman8,https://twitter.com/alexbre01408792/status/1639920762264907777,2023-03-26T09:22:32.000Z,retweet
Shir19Yaron,yosishahbar,https://twitter.com/Shir19Yaron/status/1639920736826544129,2023-03-26T09:22:26.000Z,reply
iKgwyGgoSHGmYYj,zahava30917096,https://twitter.com/iKgwyGgoSHGmYYj/status/1639920732049137665,2023-03-26T09:22:25.000Z,retweet
Omer38136628,mbiyKMNOU3JPOTo,https://twitter.com/Omer38136628/status/1639920723631153152,2023-03-26T09:22:23.000Z,reply
Omer38136628,itzikelrov,https://twitter.com/Omer38136628/status/1639920723631153152,2023-03-26T09:22:23.000Z,mention
arutz7heb,Dudibnhmo,https://twitter.com/arutz7heb/status/1639920703662170112,2023-03-26T09:22:18.000Z,retweet
arutz7heb,almog_cohen08,https://twitter.com/arutz7heb/status/1639920703662170112,2023-03-26T09:22:18.000Z,mention
Nehoray_B,dvirluger,https://twitter.com/Nehoray_B/status/1639920643381555200,2023-03-26T09:22:04.000Z,retweet
Quiet_forever0,davidbitan,https://twitter.com/Quiet_forever0/status/1639741782161334275,2023-03-25T21:31:20.000Z,quote
giladzw,giladzw,https://twitter.com/giladzw/status/1639920640781058048,2023-03-26T09:22:03.000Z,reply
nehorailo,RafaelJGAYNISH,https://twitter.com/nehorailo/status/1639920629108338691,2023-03-26T09:22:00.000Z,reply
batia_miller,GalitDistel,https://twitter.com/batia_miller/status/1639920619994095616,2023-03-26T09:21:58.000Z,reply
MChernobroda,BittonRosen,https://twitter.com/MChernobroda/status/1639920609697181696,2023-03-26T09:21:56.000Z,reply
Aviad_C0HEN,ZgwryBy,https://twitter.com/Aviad_C0HEN/status/1639920601644056576,2023-03-26T09:21:54.000Z,retweet
chamikramer,YotYotam,https://twitter.com/chamikramer/status/1639920592726941696,2023-03-26T09:21:52.000Z,retweet
mode_ve_ozev,Assaf_Voll,https://twitter.com/mode_ve_ozev/status/1639920592269787136,2023-03-26T09:21:52.000Z,retweet
mode_ve_ozev,TomerPersico,https://twitter.com/mode_ve_ozev/status/1639920592269787136,2023-03-26T09:21:52.000Z,mention
sitrizm1,giladlevi73,https://twitter.com/sitrizm1/status/1639920569071153154,2023-03-26T09:21:46.000Z,retweet
hashtagchenoren,hacklai10,https://twitter.com/hashtagchenoren/status/1639920550028951554,2023-03-26T09:21:42.000Z,retweet
ntn_lwn,KRaefael,https://twitter.com/ntn_lwn/status/1639920543565598721,2023-03-26T09:21:40.000Z,retweet
AnatHeller1,Shaulirena,https://twitter.com/AnatHeller1/status/1639920520446504968,2023-03-26T09:21:34.000Z,retweet
Marshmalo73,DanielBursan,https://twitter.com/Marshmalo73/status/1639920485814206465,2023-03-26T09:21:26.000Z,reply
Marshmalo73,yoavgallant,https://twitter.com/Marshmalo73/status/1639920485814206465,2023-03-26T09:21:26.000Z,mention
Marshmalo73,NirBarkat,https://twitter.com/Marshmalo73/status/1639920485814206465,2023-03-26T09:21:26.000Z,mention
chamikramer,giladzw,https://twitter.com/chamikramer/status/1639920483641507841,2023-03-26T09:21:26.000Z,retweet
gadcohe04079344,barak_ehud,https://twitter.com/gadcohe04079344/status/1639920465404649474,2023-03-26T09:21:21.000Z,reply
moshik_o,AmitmizrA,https://twitter.com/moshik_o/status/1639742065520017410,2023-03-25T21:32:28.000Z,quote
elicohen7654,giladzw,https://twitter.com/elicohen7654/status/1639920454654722048,2023-03-26T09:21:19.000Z,retweet
Rivki46888234,shaykallach,https://twitter.com/Rivki46888234/status/1639920446782029825,2023-03-26T09:21:17.000Z,retweet
Dalit9999,giladzw,https://twitter.com/Dalit9999/status/1639920427030966274,2023-03-26T09:21:12.000Z,retweet
Armandcz2,YShalgi,https://twitter.com/Armandcz2/status/1639920407946862592,2023-03-26T09:21:08.000Z,reply
KleinVarda,Itai_Leshem,https://twitter.com/KleinVarda/status/1639920407447842816,2023-03-26T09:21:08.000Z,retweet
adam_gold_,giladzw,https://twitter.com/adam_gold_/status/1639920376166723585,2023-03-26T09:21:00.000Z,retweet
Nimrody111,elizipori,https://twitter.com/Nimrody111/status/1639920293077479425,2023-03-26T09:20:40.000Z,retweet
gier52702846,KRaefael,https://twitter.com/gier52702846/status/1639920290678423554,2023-03-26T09:20:40.000Z,retweet
chamikramer,rotem_sella,https://twitter.com/chamikramer/status/1639920285720752128,2023-03-26T09:20:39.000Z,retweet
LiatTurgeman,IsraelGaley,https://twitter.com/LiatTurgeman/status/1639920282688188416,2023-03-26T09:20:38.000Z,retweet
MichaelBenAmi2,dvirluger,https://twitter.com/MichaelBenAmi2/status/1639920261502844930,2023-03-26T09:20:33.000Z,retweet
chamikramer,meiretingr,https://twitter.com/chamikramer/status/1639920248517165057,2023-03-26T09:20:30.000Z,retweet
YsrStrn10702,GalitDistel,https://twitter.com/YsrStrn10702/status/1639920244599713794,2023-03-26T09:20:29.000Z,retweet
X1_Glum,meiretingr,https://twitter.com/X1_Glum/status/1639920220616773634,2023-03-26T09:20:23.000Z,retweet
MotiKahiri,dverthaim,https://twitter.com/MotiKahiri/status/1639920204628086786,2023-03-26T09:20:19.000Z,retweet
chamikramer,limor_sonhrmelh,https://twitter.com/chamikramer/status/1639920199737507840,2023-03-26T09:20:18.000Z,retweet
HannanZwick,giladzw,https://twitter.com/HannanZwick/status/1639920187532083200,2023-03-26T09:20:15.000Z,retweet
GLZRadio,GalitDistel,https://twitter.com/GLZRadio/status/1639920182238797824,2023-03-26T09:20:14.000Z,mention
IdanLev67910191,Duduoppe,https://twitter.com/IdanLev67910191/status/1639920173195964419,2023-03-26T09:20:12.000Z,retweet
chamikramer,mcl_bgn,https://twitter.com/chamikramer/status/1639920122553937920,2023-03-26T09:20:00.000Z,retweet
Armandcz2,AviEdelson1,https://twitter.com/Armandcz2/status/1639920114588868608,2023-03-26T09:19:58.000Z,reply
Updowenup,KRaefael,https://twitter.com/Updowenup/status/1639920098939904001,2023-03-26T09:19:54.000Z,retweet
KurtNevermind2,giladzw,https://twitter.com/KurtNevermind2/status/1639920077930635266,2023-03-26T09:19:49.000Z,retweet
Nimrody111,elizipori,https://twitter.com/Nimrody111/status/1639920043851931649,2023-03-26T09:19:41.000Z,retweet
idanrol_3355,roei_shapira,https://twitter.com/idanrol_3355/status/1639920022674980866,2023-03-26T09:19:36.000Z,retweet
avi94087409,TSHUKIT,https://twitter.com/avi94087409/status/1639920018824605697,2023-03-26T09:19:35.000Z,retweet
avi94087409,YSegalovitz,https://twitter.com/avi94087409/status/1639920018824605697,2023-03-26T09:19:35.000Z,mention
AnatHeller1,RinoZror,https://twitter.com/AnatHeller1/status/1639920010469539840,2023-03-26T09:19:33.000Z,retweet
arielpesco,BittonRosen,https://twitter.com/arielpesco/status/1639920006862438402,2023-03-26T09:19:32.000Z,reply
DoritOrly,feldman_gil,https://twitter.com/DoritOrly/status/1639919995063762944,2023-03-26T09:19:29.000Z,retweet
Nimrody111,ErelSegal,https://twitter.com/Nimrody111/status/1639919992853364736,2023-03-26T09:19:29.000Z,retweet
BrainBMushroom,omerdos,https://twitter.com/BrainBMushroom/status/1639919973848981504,2023-03-26T09:19:24.000Z,retweet
cpiSOSZFwmXyEwa,hadarse,https://twitter.com/cpiSOSZFwmXyEwa/status/1639919971735142401,2023-03-26T09:19:24.000Z,retweet
oreldamn9,itamarcarmon,https://twitter.com/oreldamn9/status/1639919953531764737,2023-03-26T09:19:19.000Z,reply
Nimrody111,elizipori,https://twitter.com/Nimrody111/status/1639919940298735617,2023-03-26T09:19:16.000Z,retweet
hashoell,galhirsch2015,https://twitter.com/hashoell/status/1639919934846189569,2023-03-26T09:19:15.000Z,reply
tomerr14,IsraelGaley,https://twitter.com/tomerr14/status/1639919931620827137,2023-03-26T09:19:14.000Z,retweet
tomerr14,fathizimri,https://twitter.com/tomerr14/status/1639919931620827137,2023-03-26T09:19:14.000Z,mention
dav23483912,elisha_yered,https://twitter.com/dav23483912/status/1639919925903933440,2023-03-26T09:19:13.000Z,retweet
Nimrody111,tadmorerez48,https://twitter.com/Nimrody111/status/1639919917011968000,2023-03-26T09:19:11.000Z,retweet
ZbyHywn,giladzw,https://twitter.com/ZbyHywn/status/1639919900129914881,2023-03-26T09:19:07.000Z,retweet
chamikramer,mennyassyag,https://twitter.com/chamikramer/status/1639919887756697600,2023-03-26T09:19:04.000Z,retweet
LiatTurgeman,CarolineGlick,https://twitter.com/LiatTurgeman/status/1639919876935499778,2023-03-26T09:19:01.000Z,retweet
WqslrSy,Now14Israel,https://twitter.com/WqslrSy/status/1639919851413094400,2023-03-26T09:18:55.000Z,retweet
Nimrody111,YinonMagal,https://twitter.com/Nimrody111/status/1639919849454305282,2023-03-26T09:18:55.000Z,retweet
Mrjikx9JLOTen7q,Guy_Baruch,https://twitter.com/Mrjikx9JLOTen7q/status/1639919828952555522,2023-03-26T09:18:50.000Z,retweet
LiatTurgeman,yoyoeldad,https://twitter.com/LiatTurgeman/status/1639919816281554945,2023-03-26T09:18:47.000Z,retweet
